Symbol,Name,LastSale,NetChange,Change,MarketCap,Volume,Sector,Industry,
RIDE,Lordstown Motors Corp. Class A Common Stock,$2.19,0.14,6.829%,430291369,4293261,Capital Goods,Construction/Ag Equipment/Trucks,
RIGL,Rigel Pharmaceuticals Inc. Common Stock,$2.89,-0.07,-2.365%,496165445,1740443,Health Care,Biotechnology: Pharmaceutical Preparations,
RILY,B. Riley Financial Inc. Common Stock,$64.67,1.4,2.213%,1795988402,195454,Finance,Investment Managers,
RILYG,B. Riley Financial Inc. 5.00% Senior Notes due 2026,$24.1497,0.3997,1.683%,0,10773,Miscellaneous,Business Services,
RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026,$25.05,-0.05,-0.199%,0,17329,Miscellaneous,Business Services,
RILYL,B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001,$25.7485,0.1185,0.462%,0,1467,Finance,Investment Managers,
RILYM,B. Riley Financial Inc. 6.375% Senior Notes due 2025,$24.95,0.05,0.201%,0,15833,Miscellaneous,Business Services,
RILYN,B. Riley Financial Inc. 6.50% Senior Notes Due 2026,$25.24,0.27,1.081%,0,8624,Miscellaneous,Business Services,
RILYO,B. Riley Financial Inc. 6.75% Senior Notes due 2024,$25.53,0.2575,1.019%,0,4024,Miscellaneous,Business Services,
RILYP,B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock,$25.8801,-0.0699,-0.269%,0,3670,Finance,Investment Managers,
RILYT,B. Riley Financial Inc. 6.00% Senior Notes Due 2028,$24.2997,0.3997,1.672%,0,2270,Miscellaneous,Business Services,
RILYZ,B. Riley Financial Inc. 5.25% Senior Notes due 2028,$23.52,0.42,1.818%,0,13044,Miscellaneous,Business Services,
RIOT,Riot Blockchain Inc.  Common Stock ,$14.91,0.75,5.297%,1738258494,4276324,Technology,Retail: Computer Software & Peripheral Equipment,
RIVN,Rivian Automotive Inc. Class A Common Stock,$37.00,1.17,3.265%,33311742246,19654543,Capital Goods,Auto Manufacturing,
RKDA,Arcadia Biosciences Inc. Common Stock,$1.49,-0.05,-3.247%,33054510,4253603,Basic Industries,Agricultural Chemicals,
RKLB,Rocket Lab USA Inc. Common Stock,$7.92,-0.61,-7.151%,3571329144,8378696,Capital Goods,Aerospace,
RLAY,Relay Therapeutics Inc. Common Stock,$22.92,0.21,0.925%,2481778608,659740,Health Care,Biotechnology: Pharmaceutical Preparations,
RLMD,Relmada Therapeutics Inc. Common Stock,$22.25,0.64,2.962%,616905369,183380,Health Care,Biotechnology: Pharmaceutical Preparations,
RLYB,Rallybio Corporation Common Stock,$8.64,-1.02,-10.559%,277602941,167157,Health Care,Biotechnology: Pharmaceutical Preparations,
RMBI,Richmond Mutual Bancorporation Inc. Common Stock,$16.93,0.11,0.654%,209042921,6541,,,
RMBL,RumbleOn Inc. Class B Common Stock,$28.78,-0.17,-0.587%,459925697,215281,Capital Goods,Automotive Aftermarket,
RMBS,Rambus Inc. Common Stock,$27.87,2.09,8.107%,3046620895,1706791,Technology,Semiconductors,
RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock,$7.44,0.11,1.501%,45978010,14642,Consumer Non-Durables,Specialty Foods,
RMGC,RMG Acquisition Corp. III Class A Ordinary Shares,$9.77,0,0.00%,589863750,430571,Finance,Business Services,
RMGCU,RMG Acquisition Corp. III Unit,$9.90,0.02,0.202%,0,920,Finance,Business Services,
RMGCW,RMG Acquisition Corp. III Warrant,$0.35,-0.04,-10.256%,0,17241,Finance,Business Services,
RMNI,Rimini Street Inc. (DE) Common Stock,$5.22,0.13,2.554%,455935680,375470,Technology,EDP Services,
RMR,The RMR Group Inc. Class A Common Stock,$29.63,-0.08,-0.269%,488450876,50240,Finance,Real Estate,
RMTI,Rockwell Medical Inc. (DE) Common Stock,$0.332,0.002,0.606%,31196838,185179,Health Care,Biotechnology: Pharmaceutical Preparations,
RNA,Avidity Biosciences Inc. Common Stock,$16.02,-0.01,-0.062%,765029926,131170,Health Care,Biotechnology: Pharmaceutical Preparations,
RNAZ,TransCode Therapeutics Inc. Common Stock,$2.16,0,0.00%,27873880,20801,Health Care,Biotechnology: Pharmaceutical Preparations,
RNDB,Randolph Bancorp Inc. Common Stock,$20.02,-0.17,-0.842%,103717013,13870,Finance,Major Banks,
RNER,Mount Rainier Acquisition Corp. Common Stock,$10.00,0,0.00%,221587000,4499,,,
RNERU,Mount Rainier Acquisition Corp. Unit,$10.19,0,0.00%,0,1,,,
RNERW,Mount Rainier Acquisition Corp. Warrant,$0.144,-0.006,-4.00%,0,103740,,,
RNST,Renasant Corporation Common Stock,$35.47,-0.11,-0.309%,1979763441,141404,Finance,Major Banks,
RNWK,RealNetworks Inc. Common Stock,$0.5222,-0.007,-1.323%,24677432,134059,Technology,EDP Services,
RNXT,RenovoRx Inc. Common Stock,$2.87,-0.08,-2.712%,25566391,27834,Health Care,Biotechnology: Pharmaceutical Preparations,
ROAD,Construction Partners Inc. Class A Common Stock,$26.47,0.88,3.439%,1390864932,283465,Capital Goods,Engineering & Construction,
ROC,ROC Energy Acquisition Corp. Common Stock,$9.90,-0.0296,-0.298%,214592400,17174,,,
ROCAR,ROC Energy Acquisition Corp. Rights,$0.1825,-0.0175,-8.75%,0,33288,,,
ROCAU,ROC Energy Acquisition Corp. Unit,$9.98,-0.16,-1.578%,0,201,,,
ROCC,Ranger Oil Corporation Class A Common Stock,$34.30,0.2,0.587%,724254584,483154,Energy,Oil & Gas Production,
ROCG,Roth CH Acquisition IV Co. Common Stock,$9.92,-0.01,-0.101%,147178080,50104,,,
ROCGW,Roth CH Acquisition IV Co. Warrant,$0.30,-0.0284,-8.648%,0,27099,,,
ROCK,Gibraltar Industries Inc. Common Stock,$47.40,2.24,4.96%,1549946630,161658,,,
ROCL,Roth CH Acquisition V Co. Common Stock,$9.85,0,0.00%,0,1173,,,
ROCLU,Roth CH Acquisition V Co. Unit,$9.99,0,0.00%,0,1,,,
ROCLW,Roth CH Acquisition V Co. Warrant,$0.25,-0.0999,-28.551%,0,2300,,,
ROIC,Retail Opportunity Investments Corp. Common Stock (MD),$18.71,0.24,1.299%,2297631819,1195749,Consumer Services,Real Estate Investment Trusts,
ROKU,Roku Inc. Class A Common Stock,$101.83,1.14,1.132%,13777829849,7152244,Consumer Services,Television Services,
ROLL,RBC Bearings Incorporated Common Stock,$190.10,3.17,1.696%,5489395846,130664,Capital Goods,Metal Fabrications,
ROLLP,RBC Bearings Incorporated 5.00% Series A Mandatory Convertible Preferred Stock,$99.67,1.3,1.322%,0,22849,Capital Goods,Metal Fabrications,
ROOT,Root Inc. Class A Common Stock,$1.52,0.115,8.185%,386080000,2466874,Finance,Property-Casualty Insurers,
ROSE,Rose Hill Acquisition Corporation Class A Ordinary Shares,$9.97,-0.01,-0.10%,193480313,65719,,,
ROSEU,Rose Hill Acquisition Corporation Unit,$10.0543,0,0.00%,0,2,,,
ROSEW,Rose Hill Acquisition Corporation Warrant,$0.265,-0.005,-1.852%,0,1800,,,
ROST,Ross Stores Inc. Common Stock,$87.46,1.7,1.982%,30902218623,2743990,Consumer Services,Clothing/Shoe/Accessory Stores,
ROVR,Rover Group Inc. Class A Common Stock,$4.97,0.33,7.112%,893925163,789877,Miscellaneous,Other Consumer Services,
RPAY,Repay Holdings Corporation Class A Common Stock,$13.55,0.55,4.231%,1199861958,684107,Technology,EDP Services,
RPD,Rapid7 Inc. Common Stock,$95.73,2.04,2.177%,5559858921,585313,Technology,Computer Software: Prepackaged Software,
RPHM,Reneo Pharmaceuticals Inc. Common Stock,$3.53,0,0.00%,86216367,16814,Health Care,Biotechnology: Pharmaceutical Preparations,
RPID,Rapid Micro Biosystems Inc. Class A Common Stock,$7.57,1.57,26.167%,313038599,420012,Health Care,Medical Specialities,
RPRX,Royalty Pharma plc Class A Ordinary Shares ,$38.27,0.29,0.764%,16636183235,1126303,Health Care,Biotechnology: Pharmaceutical Preparations,
RRBI,Red River Bancshares Inc. Common Stock,$50.12,-0.29,-0.575%,359869369,6686,Finance,Commercial Banks,
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,$17.86,0.62,3.596%,281252404,723968,Consumer Services,Restaurants,
RRR,Red Rock Resorts Inc. Class A Common Stock,$44.76,2.47,5.841%,2742447841,599808,Consumer Services,Recreational Products/Toys,
RSLS,ReShape Lifesciences Inc. Common Stock,$0.88,0.0179,2.076%,13941123,49675,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
RSSS,Research Solutions Inc Common Stock,$2.21,0.01,0.455%,59897712,16859,Technology,Computer Software: Prepackaged Software,
RSVR,Reservoir Media Inc. Common Stock,$8.10,-0.2,-2.41%,519522976,49431,Consumer Services,Movies/Entertainment,
RSVRW,Reservoir Media Inc. Warrant,$1.70,0,0.00%,0,6973,Consumer Services,Movies/Entertainment,
RTL,The Necessity Retail REIT Inc. Class A Common Stock,$7.52,0.01,0.133%,1000121483,767245,Consumer Services,Real Estate Investment Trusts,
RTLPO,The Necessity Retail REIT Inc. 7.375% Series C Cumulative Redeemable Preferred Stock,$25.0601,0.0601,0.24%,0,7915,Consumer Services,Real Estate Investment Trusts,
RTLPP,The Necessity Retail REIT Inc. 7.50% Series A Cumulative Redeemable Perpetual Preferred Stock,$25.1515,0.2116,0.848%,0,5705,Consumer Services,Real Estate Investment Trusts,
RTLR,Rattler Midstream LP Common Units,$12.96,-0.12,-0.917%,494291873,277851,Energy,Oilfield Services/Equipment,
RUBY,Rubius Therapeutics Inc. Common Stock,$5.47,0.59,12.09%,492740444,1114548,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
RUN,Sunrun Inc. Common Stock,$28.37,1.25,4.609%,5912834576,6395544,Capital Goods,Building Products,
RUSHA,Rush Enterprises Inc. Common Stock Cl A,$53.04,0.2,0.379%,2938061215,208008,Consumer Services,Other Specialty Stores,
RUSHB,Rush Enterprises Inc. Class B,$49.90,0.2,0.402%,2764126219,10107,Consumer Services,Other Specialty Stores,
RUTH,Ruth's Hospitality Group Inc. Common Stock,$22.22,0.04,0.18%,746043988,333328,Consumer Services,Restaurants,
RVAC,Riverview Acquisition Corp. Class A Common Stock,$9.80,0,0.00%,306250000,2,,,
RVACW,Riverview Acquisition Corp. Warrant,$0.4047,0.0047,1.175%,0,59160,,,
RVLP,RVL Pharmaceuticals plc Ordinary Shares,$1.62,-0.03,-1.818%,134929526,111773,Health Care,Biotechnology: Pharmaceutical Preparations,
RVMD,Revolution Medicines Inc. Common Stock,$18.30,-0.01,-0.055%,1357658169,393699,Consumer Durables,Specialty Chemicals,
RVNC,Revance Therapeutics Inc. Common Stock,$15.79,0.54,3.541%,1128247402,366132,Health Care,Biotechnology: Pharmaceutical Preparations,
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock ,$1.72,-0.08,-4.444%,8831431,55885,Health Care,Biotechnology: Pharmaceutical Preparations,
RVPHW,Reviva Pharmaceuticals Holdings Inc. Warrants,$0.2172,-0.0328,-13.12%,0,41606,Health Care,Biotechnology: Pharmaceutical Preparations,
RVSB,Riverview Bancorp Inc Common Stock,$7.62,0.06,0.794%,168985783,16507,Finance,Major Banks,
RWAY,Runway Growth Finance Corp. Common Stock,$12.75,0.35,2.823%,527602829,64832,,,
RXDX,Prometheus Biosciences Inc. Common Stock,$41.79,-4.03,-8.795%,1632894186,681002,Health Care,Biotechnology: Pharmaceutical Preparations,
RXRA,RXR Acquisition Corp. Class A Common Stock,$9.73,-0.01,-0.103%,419606250,18303,,,
RXRAU,RXR Acquisition Corp. Units,$9.80,0,0.00%,0,433,,,
RXRAW,RXR Acquisition Corp. Warrants to purchase Class A common stock,$0.3664,-0.0466,-11.283%,0,1429,,,
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,$6.25,0.09,1.461%,1056206706,1423143,Health Care,Biotechnology: Pharmaceutical Preparations,
RXST,RxSight Inc. Common Stock,$12.09,0.59,5.13%,331483535,136767,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
RXT,Rackspace Technology Inc. Common Stock,$10.38,0.3,2.976%,2200247593,770959,Technology,EDP Services,
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,$9.77,0.36,3.826%,491721296,590702,Health Care,Biotechnology: Pharmaceutical Preparations,
RZLT,Rezolute Inc. Common Stock (NV),$2.27,-0.02,-0.873%,35313291,2815,Health Care,Biotechnology: Pharmaceutical Preparations,
SABR,Sabre Corporation Common Stock,$9.59,0.52,5.733%,3102561298,10194578,Transportation,Other Consumer Services,
SABRP,Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock,$120.50,-1.55,-1.27%,0,6873,Transportation,Other Consumer Services,
SABS,SAB Biotherapeutics Inc. Common Stock,$1.82,0.03,1.676%,79124098,132052,Health Care,Biotechnology: Pharmaceutical Preparations,
SABSW,SAB Biotherapeutics Inc. Warrant,$0.2466,0.0166,7.217%,0,1881,Health Care,Biotechnology: Pharmaceutical Preparations,
SAFM,Sanderson Farms Inc. Common Stock,$178.80,0.33,0.185%,3991369744,194424,,,
SAFT,Safety Insurance Group Inc. Common Stock,$86.78,0.09,0.104%,1273226875,62214,Finance,Property-Casualty Insurers,
SAGA,Sagaliam Acquisition Corp. Class A Common Stock,$9.88,0,0.00%,146965000,2,,,
SAGAR,Sagaliam Acquisition Corp. Rights,$0.20,0,0.00%,0,11234,,,
SAGAU,Sagaliam Acquisition Corp. Units,$10.00,0.04,0.402%,0,209,,,
SAGE,Sage Therapeutics Inc. Common Stock,$31.37,0.66,2.149%,1852516106,476199,Health Care,Biotechnology: Pharmaceutical Preparations,
SAIA,Saia Inc. Common Stock,$258.79,7.76,3.091%,6832555723,326487,Transportation,Trucking Freight/Courier Services,
SAL,Salisbury Bancorp Inc. Common Stock,$53.39,0.23,0.433%,152786003,1196,Finance,Savings Institutions,
SALM,Salem Media Group Inc. Class A Common Stock,$3.47,0.09,2.663%,94241799,118424,Consumer Services,Broadcasting,
SAMA,Schultze Special Purpose Acquisition Corp. II Class A Common Stock,$9.78,0,0.00%,201712500,77131,,,
SAMAU,Schultze Special Purpose Acquisition Corp. II Units,$9.87,-0.01,-0.101%,0,2602,,,
SAMAW,Schultze Special Purpose Acquisition Corp. II Warrant,$0.4297,0.1439,50.35%,0,1600,,,
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,$18.62,-0.18,-0.957%,269406710,84677,Finance,Investment Managers,
SANA,Sana Biotechnology Inc. Common Stock,$5.74,0.46,8.712%,1083901156,1049465,Consumer Durables,Specialty Chemicals,
SANB,Sanaby Health Acquisition Corp. I Class A Common Stock,$9.99,0,0.00%,224025750,1,,,
SANBU,Sanaby Health Acquisition Corp. I Unit,$10.17,0,0.00%,0,1,,,
SANBW,Sanaby Health Acquisition Corp. I Warrant,$0.21,0.02,10.526%,0,2100,,,
SANM,Sanmina Corporation Common Stock,$40.00,0.31,0.781%,2542259160,495593,Technology,Electrical Products,
SANW,S&W Seed Company Common Stock (NV),$2.07,-0.11,-5.046%,80538972,673724,,Farming/Seeds/Milling,
SASR,Sandy Spring Bancorp Inc. Common Stock,$45.39,-0.24,-0.526%,2048521281,147148,Finance,Major Banks,
SATS,EchoStar  Corporation Common Stock,$24.32,1.04,4.467%,2088037303,403074,Technology,Radio And Television Broadcasting And Communications Equipment,
SAVA,Cassava Sciences Inc. Common Stock,$34.85,2.25,6.902%,1394585201,702873,Health Care,Biotechnology: Pharmaceutical Preparations,
SBAC,SBA Communications Corporation Class A Common Stock,$322.24,1.54,0.48%,34776024149,527680,Consumer Services,Real Estate Investment Trusts,
SBCF,Seacoast Banking Corporation of Florida Common Stock,$35.22,-0.51,-1.427%,2155421032,649244,Finance,Major Banks,
SBFG,SB Financial Group Inc. Common Stock,$18.56,-0.04,-0.215%,133846349,2416,Finance,Major Banks,
SBGI,Sinclair Broadcast Group Inc. Class A Common Stock,$25.84,0.99,3.984%,1851862644,567285,Consumer Services,Broadcasting,
SBNY,Signature Bank Common Stock,$294.96,5.18,1.788%,18509108110,800271,Finance,Major Banks,
SBNYP,Signature Bank Depositary shares each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock,$21.79,0.0232,0.107%,0,132195,Finance,Major Banks,
SBRA,Sabra Health Care REIT Inc. Common Stock,$13.81,-0.19,-1.357%,3188787251,5122458,Consumer Services,Real Estate Investment Trusts,
SBSI,Southside Bancshares Inc. Common Stock,$41.21,-0.66,-1.576%,1333621289,92785,Finance,Major Banks,
SBT,Sterling Bancorp Inc. Common Stock,$6.78,-0.08,-1.166%,342044647,17661,Finance,Savings Institutions,
SBTX,Silverback Therapeutics Inc. Common Stock,$3.75,0.15,4.167%,131752253,136051,Consumer Durables,Specialty Chemicals,
SBUX,Starbucks Corporation Common Stock,$83.12,3.83,4.83%,95612936000,12539624,,,
SCAQ,Stratim Cloud Acquisition Corp. Class A Common Stock,$9.75,0,0.00%,304687500,3,,,
SCAQU,Stratim Cloud Acquisition Corp. Unit,$9.89,0,0.00%,0,2,,,
SCAQW,Stratim Cloud Acquisition Corp. Warrant,$0.313,-0.0103,-3.186%,0,4110,,,
SCHL,Scholastic Corporation Common Stock,$42.72,0.74,1.763%,1463445540,84815,Consumer Services,Books,
SCHN,Schnitzer Steel Industries Inc. Class A Common Stock,$48.00,0.95,2.019%,1335537984,235648,Basic Industries,Steel/Iron Ore,
SCKT,Socket Mobile Inc. Common Stock,$3.65,0.11,3.107%,26204179,16715,Technology,Computer Manufacturing,
SCLE,Broadscale Acquisition Corp. Class A common stock,$9.845,-0.005,-0.051%,424565625,36846,,,
SCLEU,Broadscale Acquisition Corp. Units,$9.97,0,0.00%,0,22,,,
SCLEW,Broadscale Acquisition Corp. Warrant,$0.4901,0.0187,3.967%,0,177802,,,
SCMA,Seaport Calibre Materials Acquisition Corp. Class A Common Stock,$9.92,0,0.00%,166036000,2,Consumer Services,Other Pharmaceuticals,
SCMAU,Seaport Calibre Materials Acquisition Corp. Unit,$10.02,0,0.00%,0,2,Consumer Services,Other Pharmaceuticals,
SCMAW,Seaport Calibre Materials Acquisition Corp. Warrant,$0.16,0.0597,59.521%,0,400,Consumer Services,Other Pharmaceuticals,
SCOR,comScore Inc. Common Stock,$2.53,0.06,2.429%,228809633,253974,Miscellaneous,Business Services,
SCPH,scPharmaceuticals Inc. Common Stock,$4.85,0.33,7.301%,132673952,21485,Health Care,Biotechnology: Pharmaceutical Preparations,
SCPL,SciPlay Corporation Class A Common Stock,$12.69,0.27,2.174%,311682910,266320,Technology,Computer Software: Prepackaged Software,
SCPS,Scopus BioPharma Inc. Common Stock,$0.6204,-0.0796,-11.371%,13086881,355931,Health Care,Biotechnology: Pharmaceutical Preparations,
SCRM,Screaming Eagle Acquisition Corp. Class A Ordinary Shares,$9.63,0.02,0.208%,929896875,48862,,,
SCRMU,Screaming Eagle Acquisition Corp. Unit,$9.8789,-0.0211,-0.213%,0,151516,,,
SCRMW,Screaming Eagle Acquisition Corp. Warrant,$0.6154,-0.0023,-0.372%,0,12613,,,
SCSC,ScanSource Inc. Common Stock,$33.62,0.28,0.84%,860807489,83569,Technology,Retail: Computer Software & Peripheral Equipment,
SCVL,Shoe Carnival Inc. Common Stock,$31.43,1.23,4.073%,885234530,468184,Consumer Services,Clothing/Shoe/Accessory Stores,
SCWX,SecureWorks Corp. Class A Common Stock,$12.39,-0.16,-1.275%,1043265816,119263,Technology,EDP Services,
SCYX,SCYNEXIS Inc. Common Stock,$4.04,0.05,1.253%,96758489,108158,Health Care,Biotechnology: Pharmaceutical Preparations,
SDAC,Sustainable Development Acquisition I Corp. Class A Common Stock,$9.765,0.015,0.154%,386022656,8603,,,
SDACU,Sustainable Development Acquisition I Corp. Unit,$9.9884,0,0.00%,0,3,,,
SDACW,Sustainable Development Acquisition I Corp. Warrant,$0.25,-0.05,-16.667%,0,2100,,,
SDC,SmileDirectClub Inc. Class A Common Stock,$2.18,0.13,6.341%,262369963,4075696,Health Care,Medical/Dental Instruments,
SDGR,Schrodinger Inc. Common Stock,$28.81,1.47,5.377%,2046591412,788527,Technology,Computer Software: Prepackaged Software,
SDIG,Stronghold Digital Mining Inc. Class A Common Stock,$8.95,0.15,1.705%,179143800,477161,Finance,Investment Bankers/Brokers/Service,
SEAC,SeaChange International Inc. Common Stock,$1.10,0.01,0.917%,40929277,722663,Technology,Radio And Television Broadcasting And Communications Equipment,
SEAT,Vivid Seats Inc. Class A Common Stock,$11.00,0.32,2.996%,2146632763,769605,Capital Goods,Industrial Machinery/Components,
SEATW,Vivid Seats Inc. Warrant,$3.15,0.23,7.877%,0,23409,Capital Goods,Industrial Machinery/Components,
SEEL,Seelos Therapeutics Inc. Common Stock,$0.8897,0.0348,4.071%,93869307,1282826,Health Care,Biotechnology: Pharmaceutical Preparations,
SEER,Seer Inc. Class A Common Stock,$12.01,0.13,1.094%,745860741,640321,Consumer Durables,Specialty Chemicals,
SEIC,SEI Investments Company Common Stock,$57.89,0.93,1.633%,8009316012,521911,Finance,Investment Bankers/Brokers/Service,
SELB,Selecta Biosciences Inc. Common Stock,$1.46,-0.01,-0.68%,181461721,600018,Health Care,Biotechnology: Pharmaceutical Preparations,
