Symbol,Name,LastSale,NetChange,Change,MarketCap,Volume,Sector,Industry,
CIM,Chimera Investment Corporation Common Stock,$12.28,0.14,1.153%,2909788992,1187714,Consumer Services,Real Estate Investment Trusts,
CIM^A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,$24.97,0.21,0.848%,,8069,,,
CIM^B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$24.08,0.28,1.176%,,12762,,,
CIM^C,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock,$23.2861,0.1061,0.458%,,16908,,,
CIM^D,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$23.89,0.21,0.887%,,11169,,,
CIR,CIRCOR International Inc. Common Stock,$27.63,4.07,17.275%,559728402,416223,Capital Goods,Fluid Controls,
CIVI,Civitas Resources Inc. Common Stock,$55.58,0.69,1.257%,4720807019,1155770,Energy,Oil & Gas Production,
CL,Colgate-Palmolive Company Common Stock,$75.49,1.53,2.069%,63448380389,4319373,Consumer Non-Durables,Package Goods/Cosmetics,
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,$13.68,-0.19,-1.37%,667639883,315942,Consumer Services,Real Estate Investment Trusts,
CLDT^A,Chatham Lodging Trust (REIT) 6.625% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,$23.96,0.46,1.957%,,1494,,,
CLF,Cleveland-Cliffs Inc. Common Stock,$25.34,0.23,0.916%,13313881925,21461456,,,
CLH,Clean Harbors Inc. Common Stock,$105.77,-1.21,-1.131%,5754419071,485463,,,
CLPR,Clipper Realty Inc. Common Stock,$9.53,0.02,0.21%,153082563,59925,Consumer Services,Real Estate Investment Trusts,
CLR,Continental Resources Inc. Common Stock,$56.74,-0.35,-0.613%,20743058848,2205062,Energy,Oil & Gas Production,
CLW,Clearwater Paper Corporation Common Stock,$29.13,-0.28,-0.952%,486253690,60252,Basic Industries,Paper,
CLX,Clorox Company (The) Common Stock,$130.63,3.01,2.359%,16075047860,1532925,Consumer Durables,Specialty Chemicals,
CMA,Comerica Incorporated Common Stock,$91.80,1,1.101%,12033028607,1675366,Finance,Major Banks,
CMC,Commercial Metals Company Common Stock,$41.04,-0.03,-0.073%,4985589843,1499007,Basic Industries,Steel/Iron Ore,
CMG,Chipotle Mexican Grill Inc. Common Stock,$1493.65,21.68,1.473%,41869919130,313446,Consumer Services,Restaurants,
CMI,Cummins Inc. Common Stock,$198.47,0.7,0.354%,28267434095,940378,Capital Goods,Construction/Ag Equipment/Trucks,
CMP,Compass Minerals Intl Inc Common Stock,$61.51,0.87,1.435%,2097461537,227317,Basic Industries,Precious Metals,
CMS,CMS Energy Corporation Common Stock,$67.25,1.08,1.632%,19486377821,2657009,Public Utilities,Power Generation,
CMS^B,CMS Energy Corporation Preferred Stock,$107.48,2.83,2.704%,,1784,,,
CMS^C,CMS Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock Series C,$20.10,-0.12,-0.593%,,86091,,,
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,$24.90,0.06,0.242%,0,9653,Public Utilities,Power Generation,
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,$25.44,0.26,1.033%,0,15044,Public Utilities,Power Generation,
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,$25.04,0.11,0.441%,0,31634,Public Utilities,Power Generation,
CMU,MFS Municipal Income Trust Common Stock,$3.88,-0.22,-5.366%,109902218,59116,Finance,Investment Managers,
CNA,CNA Financial Corporation Common Stock,$46.68,0.01,0.021%,12667328516,173441,Finance,Property-Casualty Insurers,
CNC,Centene Corporation Common Stock,$85.61,1.28,1.518%,49899931746,2186635,Health Care,Medical Specialities,
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,$16.00,0.69,4.507%,1915896208,2384478,Consumer Services,Movies/Entertainment,
CNMD,CONMED Corporation Common Stock,$138.42,2.38,1.749%,4071104671,209915,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
CNO,CNO Financial Group Inc. Common Stock,$23.79,0.26,1.105%,2818309042,731890,Finance,Life Insurance,
CNO^A,CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060,$22.34,-0.16,-0.711%,,1460,,,
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,$28.88,0.47,1.654%,18163673615,5337405,Public Utilities,Electric Utilities: Central,
CNR,Cornerstone Building Brands Inc. Common Stock,$24.27,0.02,0.082%,3082522094,3781231,Capital Goods,Metal Fabrications,
CNS,Cohen & Steers Inc Common Stock,$77.84,0.39,0.504%,3788855617,44846,Finance,Investment Managers,
CNX,CNX Resources Corporation Common Stock,$17.84,0.32,1.826%,3612415945,4055883,Energy,Oil & Gas Production,
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,$22.74,0.83,3.788%,1579300231,204577,,,
CODI^A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,$24.1101,0.6101,2.596%,,4452,,,
CODI^B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,$25.75,0.3426,1.348%,,3961,,,
CODI^C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,$25.40,0.29,1.155%,,2841,,,
COF,Capital One Financial Corporation Common Stock,$134.27,0.6,0.449%,55542275628,2853297,Finance,Finance Companies,
COF^I,Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer,$22.3212,0.0412,0.185%,,192238,,,
COF^J,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J,$21.47,0.03,0.14%,,100614,,,
COF^K,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K,$21.11,0.09,0.428%,,8362,,,
COF^L,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series L,$19.61,-0.03,-0.153%,,158941,,,
COF^N,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series N,$19.56,0,0.00%,,26441,,,
COLD,Americold Realty Trust Common Shares,$25.50,0.38,1.513%,6846443924,1434761,Finance,Real Estate,
COO,The Cooper Companies Inc. Common Stock,$390.47,8.66,2.268%,19250776229,238085,Health Care,Ophthalmic Goods,
COP,ConocoPhillips Common Stock,$95.05,-1.5,-1.554%,123520033366,8862714,Energy,Integrated oil Companies,
CORR,CorEnergy Infrastructure Trust Inc. Common Stock,$2.74,-0.01,-0.364%,40735029,86645,Consumer Services,Real Estate Investment Trusts,
CORR^A,CorEnergy Infrastructure Trust Inc. Depositary Shares each representing a 1/100th fractional interest of a share of 7.375% Series A Cumulative Redeemable Preferred Stock,$18.75,0.29,1.571%,,3434,,,
COTY,Coty Inc. Class A Common Stock,$8.46,0.48,6.015%,7096058775,7755482,Consumer Non-Durables,Package Goods/Cosmetics,
CPB,Campbell Soup Company Common Stock,$43.47,0.66,1.542%,13115051667,2423708,Consumer Non-Durables,Packaged Foods,
CPE,Callon Petroleum Company Common Stock,$54.39,-0.48,-0.875%,3344645226,1806766,Energy,Oil & Gas Production,
CPF,Central Pacific Financial Corp New,$27.85,-0.02,-0.072%,769651850,125195,Finance,Major Banks,
CPK,Chesapeake Utilities Corporation Common Stock,$137.50,-0.01,-0.007%,2427911338,76014,Public Utilities,Oil & Gas Production,
CPS,Cooper-Standard Holdings Inc. Common Stock,$8.93,0.26,2.999%,151757509,766590,Capital Goods,Auto Parts:O.E.M.,
CPT,Camden Property Trust Common Stock,$165.75,1.16,0.705%,17143432664,525234,Consumer Services,Real Estate Investment Trusts,
CR,Crane Co. Common Stock,$103.61,0.05,0.048%,5893305510,210789,Capital Goods,Office Equipment/Supplies/Services,
CRD/A,Crawford & Company,$7.08,-0.02,-0.282%,,23957,,,
CRD/B,Crawford & Company,$6.72,-0.19,-2.75%,,29124,,,
CRHC,Cohn Robbins Holdings Corp. Class A Ordinary Shares,$9.93,0.06,0.608%,1027755000,958150,Finance,Business Services,
CRI,Carter's Inc. Common Stock,$93.00,1.59,1.739%,3780344910,401641,Consumer Services,Department/Specialty Retail Stores,
CRK,Comstock Resources Inc. Common Stock,$8.91,0.31,3.605%,2075340544,3219204,Energy,Oil & Gas Production,
CRL,Charles River Laboratories International Inc. Common Stock,$259.23,3.72,1.456%,13087497964,599898,Consumer Services,EDP Services,
CRM,Salesforce.com Inc Common Stock,$196.14,3.02,1.564%,193197900000,5275335,Technology,Computer Software: Prepackaged Software,
CRS,Carpenter Technology Corporation Common Stock,$37.01,1.19,3.322%,1786453085,597989,Basic Industries,Steel/Iron Ore,
CRT,Cross Timbers Royalty Trust Common Stock,$13.00,-2.42,-15.694%,78000000,156734,Energy,Oil & Gas Production,
CSL,Carlisle Companies Incorporated Common Stock,$238.58,4.83,2.066%,12425225405,371834,,,
CSR,D/B/A Centerspace Common Stock,$97.29,-0.52,-0.532%,1463386270,75209,Consumer Services,Real Estate Investment Trusts,
CSR^C,D/B/A Centerspace 6.625% Series C ,$25.79,0.5899,2.341%,,16634,,,
CSV,Carriage Services Inc. Common Stock,$53.36,0.75,1.426%,817834740,137360,Miscellaneous,Other Consumer Services,
CTA^A,E.I. du Pont de Nemours and Company Preferred Stock,$81.00,-0.05,-0.062%,,412,,,
CTA^B,E.I. du Pont de Nemours and Company Preferred Stock,$94.12,-1.63,-1.702%,,1051,,,
CTBB,Qwest Corporation 6.5% Notes due 2056,$24.41,0.1301,0.536%,0,44678,,,
CTDD,Qwest Corporation 6.75% Notes due 2057,$24.53,0.23,0.947%,0,42702,,,
CTLT,Catalent Inc. Common Stock,$96.57,0.92,0.962%,17298401969,1024557,Health Care,Biotechnology: Pharmaceutical Preparations,
CTO,CTO Realty Growth Inc. Common Stock,$63.45,0.22,0.348%,378707036,19901,Consumer Services,Real Estate Investment Trusts,
CTO^A,CTO Realty Growth Inc. 6.375% Series A Cumulative Redeemable Preferred Stock,$25.00,0,0.00%,,1,,,
CTR,ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,$26.03,-0.41,-1.551%,184021688,48428,Finance,Investment Managers,
CTRA,Coterra Energy Inc. Common Stock,$23.43,0.3,1.297%,19066348722,13020605,Energy,Oil & Gas Production,
CTS,CTS Corporation Common Stock,$35.18,-0.26,-0.734%,1131120271,91495,Capital Goods,Industrial Machinery/Components,
CTT,CatchMark Timber Trust Inc. Class A Common Stock,$8.10,0.05,0.621%,397069606,126100,Consumer Services,Real Estate Investment Trusts,
CUBB,Customers Bancorp Inc 5.375% Subordinated Notes Due 2034,$25.1637,0.1637,0.655%,0,600,Finance,Major Banks,
CUBE,CubeSmart Common Shares,$49.14,0.36,0.738%,11007496364,2132796,Consumer Services,Real Estate Investment Trusts,
CUBI,Customers Bancorp Inc Common Stock,$56.68,0.21,0.372%,1867444292,333547,Finance,Major Banks,
CUBI^E,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series E,$24.60,0.2,0.82%,,3388,,,
CUBI^F,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,$24.4699,0.9699,4.127%,,7726,,,
CUK,Carnival Plc ADS ADS,$16.79,0.84,5.266%,19673253616,3500978,,,
CULP,Culp Inc. Common Stock,$7.87,-0.02,-0.253%,96155660,14692,Basic Industries,Textiles,
CUZ,Cousins Properties Incorporated Common Stock,$39.38,0.12,0.306%,5855334858,1267016,Consumer Services,Real Estate Investment Trusts,
CVI,CVR Energy Inc. Common Stock,$21.06,-2.73,-11.475%,2117174415,1394614,Energy,Integrated oil Companies,
CVNA,Carvana Co. Class A Common Stock,$120.44,14.96,14.183%,10851762152,4912992,Consumer Services,Other Specialty Stores,
CVS,CVS Health Corporation Common Stock,$106.98,2.49,2.383%,140412365373,6842976,Health Care,Managed Health Care,
CVX,Chevron Corporation Common Stock,$158.28,-8.44,-5.062%,308258743605,28521398,Energy,Integrated oil Companies,
CW,Curtiss-Wright Corporation Common Stock,$149.24,4.39,3.031%,5736820821,385162,Capital Goods,Industrial Machinery/Components,
CWEN,Clearway Energy Inc. Class C Common Stock,$37.10,1.01,2.799%,4321020379,547146,Public Utilities,Electric Utilities: Central,
CWH,Camping World Holdings Inc. Class A Commom Stock,$29.85,0.33,1.118%,1319782706,1791254,Consumer Services,Other Specialty Stores,
CWT,California Water Service Group Common Stock,$57.61,0.57,0.999%,3094433295,228223,Public Utilities,Water Supply,
CXE,MFS High Income Municipal Trust Common Stock,$4.28,-0.09,-2.059%,134930308,84479,Finance,Investment Managers,
CXH,MFS Investment Grade Municipal Trust Common Stock,$8.58,-0.11,-1.266%,78165902,43114,Finance,Investment Managers,
CXW,CoreCivic Inc. Common Stock,$9.43,0.58,6.554%,1134285334,995365,Consumer Services,Real Estate Investment Trusts,
CYH,Community Health Systems Inc. Common Stock,$11.47,0.16,1.415%,1515374661,753166,Health Care,Hospital/Nursing Management,
D,Dominion Energy Inc. Common Stock,$81.02,-0.3,-0.369%,65663751879,5470187,Public Utilities,Electric Utilities: Central,
DAL,Delta Air Lines Inc. Common Stock,$34.86,2.79,8.70%,22307951434,27276312,Transportation,Air Freight/Delivery Services,
DAN,Dana Incorporated Common Stock ,$16.89,0.17,1.017%,2445954519,1257305,Capital Goods,Auto Parts:O.E.M.,
DAR,Darling Ingredients Inc. Common Stock,$70.75,-2.76,-3.755%,11397871907,1526648,Consumer Non-Durables,Farming/Seeds/Milling,
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),$114.42,4.86,4.436%,6406844579,181362,Technology,EDP Services,
DBD,Diebold Nixdorf Incorporated Common Stock,$7.11,0,0.00%,557105849,792688,Technology,EDP Services,
DBI,Designer Brands Inc. Class A Common Stock,$12.51,0.18,1.46%,917656951,1031848,Consumer Services,Clothing/Shoe/Accessory Stores,
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,$16.99,0.24,1.433%,264924543,29519,,,
DBRG,DigitalBridge Group Inc.,$6.84,0.26,3.951%,4070823387,3626966,Consumer Services,Real Estate Investment Trusts,
DBRG^H,DigitalBridge Group Inc. 7.125% Series H ,$24.20,-0.11,-0.452%,,10839,,,
DBRG^I,DigitalBridge Group Inc. 7.15% Series I ,$24.2649,-0.1851,-0.757%,,13776,,,
DBRG^J,DigitalBridge Group Inc. 7.125% Series J ,$24.00,-0.27,-1.112%,,34742,,,
DCI,Donaldson Company Inc. Common Stock,$51.83,0.83,1.627%,6404009585,479462,Capital Goods,Pollution Control Equipment,
DCO,Ducommun Incorporated Common Stock,$51.73,0.96,1.891%,619330597,31142,Capital Goods,Military/Government/Technical,
DCP,DCP Midstream  LP Common Units ,$29.27,-1.04,-3.431%,6099245691,815737,Public Utilities,Natural Gas Distribution,
DCP^B,DCP Midstream LP 7.875% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,$24.50,0.3,1.24%,,19093,,,
DCP^C,DCP Midstream LP 7.95% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,$24.484,0.3266,1.352%,,10077,,,
DCUE,Dominion Energy Inc. 2019 Series A Corporate Units,$100.21,0.17,0.17%,0,56040,Public Utilities,Electric Utilities: Central,
DDD,3D Systems Corporation Common Stock,$13.96,0.31,2.271%,1791206762,1025330,Technology,Computer peripheral equipment,
DDF,Delaware Investments Dividend & Income Fund Inc. Common Stock,$10.35,-0.1,-0.957%,78775485,18435,Finance,Finance/Investors Services,
DDS,Dillard's Inc. Common Stock,$265.85,5.87,2.258%,5848700000,199409,Consumer Services,Department/Specialty Retail Stores,
DDT,Dillard's Capital Trust I,$25.98,0.08,0.309%,0,18660,Consumer Services,Department/Specialty Retail Stores,
DE,Deere & Company Common Stock,$388.47,-5.39,-1.369%,119176507510,2197363,Capital Goods,Industrial Machinery/Components,
DEA,Easterly Government Properties Inc. Common Stock,$20.68,-0.18,-0.863%,1864402670,664874,Consumer Services,Real Estate Investment Trusts,
DECK,Deckers Outdoor Corporation Common Stock,$259.97,9.2,3.669%,7081916342,358069,Consumer Non-Durables,Shoe Manufacturing,
DEI,Douglas Emmett Inc. Common Stock,$32.53,-0.23,-0.702%,5716205594,923917,Consumer Services,Real Estate Investment Trusts,
DEX,Delaware Enhanced Global Dividend Common Shares of Beneficial Interest,$8.41,0.07,0.839%,94334154,42526,Finance,Finance Companies,
DFS,Discover Financial Services Common Stock,$110.29,1.53,1.407%,31422027639,1977324,Finance,Finance: Consumer Services,
DG,Dollar General Corporation Common Stock,$214.25,5.56,2.664%,49643118482,2793293,Consumer Services,Department/Specialty Retail Stores,
DGX,Quest Diagnostics Incorporated Common Stock,$141.65,3.54,2.563%,16920769729,1272266,Health Care,Medical Specialities,
DHF,BNY Mellon High Yield Strategies Fund Common Stock,$2.64,0.03,1.149%,192004882,135211,Finance,Finance Companies,
DHI,D.R. Horton Inc. Common Stock,$80.41,3.03,3.916%,28493940048,2853810,,,
DHR,Danaher Corporation Common Stock,$270.89,4.04,1.514%,193781862022,2700051,Health Care,Medical Specialities,
DHR^A,Danaher Corporation 4.75% Mandatory Convertible Preferred Stock Series A,$1800.73,17.73,0.994%,,376,,,
DHR^B,Danaher Corporation 5.00% Mandatory Convertible Preferred Stock Series B,$1484.66,3.19,0.215%,,804,,,
DHX,DHI Group Inc. Common Stock,$5.80,0,0.00%,289504297,156770,Technology,Diversified Commercial Services,
DIN,Dine Brands Global Inc. Common Stock,$72.20,0.48,0.669%,1232279709,217626,Consumer Services,Restaurants,
DINO,HF Sinclair Corporation,$35.42,-0.97,-2.666%,3734691919,2201321,,,
DIS,Walt Disney Company (The) Common Stock,$134.20,5.17,4.007%,244329003354,9831255,Consumer Services,Movies/Entertainment,
DK,Delek US Holdings Inc. Common Stock,$18.48,-2.03,-9.898%,1371154147,1718277,Energy,Integrated oil Companies,
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,$39.81,-0.35,-0.872%,1730574658,51488,Energy,Oil & Gas Production,
DKS,Dick's Sporting Goods Inc Common Stock,$111.42,4.64,4.345%,9649632609,1422174,Consumer Services,Other Specialty Stores,
DLB,Dolby Laboratories Common Stock,$70.93,1.22,1.75%,7221974856,376982,Technology,EDP Services,
DLR,Digital Realty Trust Inc. Common Stock,$135.15,2.56,1.931%,38445999270,1302892,Consumer Services,Real Estate Investment Trusts,
DLR^J,Digital Realty Trust Inc. 5.250% Series J Cumulative Redeemable Preferred Stock,$24.48,0.18,0.741%,,18057,,,
DLR^K,Digital Realty Trust Inc. 5.850% Series K Cumulative Redeemable Preferred Stock par value $0.01 per share,$25.15,-0.01,-0.04%,,27648,,,
DLR^L,Digital Realty Trust Inc. 5.200% Series L Cumulative Redeemable Preferred Stock,$24.02,-0.14,-0.579%,,48712,,,
DLX,Deluxe Corporation Common Stock,$31.28,0.37,1.197%,1338477956,206777,Technology,Advertising,
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,$13.39,0.1,0.752%,153519711,10027,Finance,Trusts Except Educational Religious and Charitable,
DMS,Digital Media Solutions Inc. Class A Ordinary Shares,$3.26,0.33,11.263%,201763529,30408,Technology,Advertising,
DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,$2.91,0.08,2.827%,4867383273,19230614,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
DNB,Dun & Bradstreet Holdings Inc. Common Stock,$16.30,0.15,0.929%,7028003958,2701409,Technology,EDP Services,
DNP,DNP Select Income Fund Inc. Common Stock,$11.26,-0.07,-0.618%,3886896454,487882,Finance,Investment Managers,
DOC,Physicians Realty Trust Common Shares of Beneficial Interest,$16.49,0.04,0.243%,3709265563,1919486,Consumer Services,Real Estate Investment Trusts,
DOCN,DigitalOcean Holdings Inc. Common Stock,$47.76,3,6.702%,5139608916,1588295,Technology,Retail: Computer Software & Peripheral Equipment,
DOV,Dover Corporation Common Stock,$152.19,0.77,0.509%,21923670639,669455,Capital Goods,Industrial Machinery/Components,
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,$14.22,-0.23,-1.592%,540251544,146182,Finance,Trusts Except Educational Religious and Charitable,
DPZ,Domino's Pizza Inc Common Stock,$389.91,3.73,0.966%,14050868503,311129,Consumer Non-Durables,Food Distributors,
DRE,Duke Realty Corporation Common Stock,$54.10,-0.2,-0.368%,20707733219,1508027,Consumer Services,Real Estate Investment Trusts,
DRH,Diamondrock Hospitality Company Common Stock,$9.71,0.27,2.86%,2046352350,1884585,Consumer Services,Real Estate Investment Trusts,
DRH^A,Diamondrock Hospitality Company 8.250% Series A Cumulative Redeemable Preferred Stock,$26.13,-0.08,-0.305%,,5263,,,
DRI,Darden Restaurants Inc. Common Stock,$124.38,0.19,0.153%,15886270945,2093213,Consumer Services,Restaurants,
DRQ,Dril-Quip Inc. Common Stock,$36.31,-1.51,-3.993%,1263315203,453168,Energy,Metal Fabrications,
DS,Drive Shack Inc.,$1.20,-0.04,-3.226%,110512110,1158602,Consumer Services,Movies/Entertainment,
DS^B,Drive Shack Inc. Preferred Series B,$23.9209,0.3909,1.661%,,2348,,,
DS^C,Drive Shack Inc. Preferred Series C,$22.00,0.005,0.023%,,938,,,
DS^D,Drive Shack Inc. Pfd Ser D,$23.50,0.2275,0.978%,,800,,,
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,$7.09,0.03,0.425%,350398513,174911,Finance,Investment Managers,
DSU,Blackrock Debt Strategies Fund Inc. Common Stock,$10.09,-0.04,-0.395%,470260503,153731,Finance,Finance Companies,
DT,Dynatrace Inc. Common Stock,$39.60,0.94,2.431%,11315486635,1947920,Technology,EDP Services,
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,$21.88,0.0883,0.405%,0,18146,Public Utilities,Electric Utilities: Central,
DTE,DTE Energy Company Common Stock,$127.76,1.24,0.98%,24752975034,1200161,Public Utilities,Electric Utilities: Central,
DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,$13.08,-0.0076,-0.058%,91946736,5990,Finance,Investment Managers,
DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,$22.50,0.02,0.089%,0,32191,Public Utilities,Electric Utilities: Central,
DTP,DTE Energy Company 6.25% Corporate Units,$52.12,0.22,0.424%,0,107583,Public Utilities,Electric Utilities: Central,
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,$24.70,0.14,0.57%,0,26850,Public Utilities,Electric Utilities: Central,
DUK,Duke Energy Corporation (Holding Company) Common Stock,$106.69,0.39,0.367%,82082841721,2113500,Public Utilities,Power Generation,
DUK^A,Duke Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock,$25.62,-0.12,-0.466%,,56466,,,
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,$25.23,0.1,0.398%,0,31852,Public Utilities,Power Generation,
DVA,DaVita Inc. Common Stock,$110.63,1.93,1.776%,10604094923,902671,Health Care,Medical/Nursing Services,
DVN,Devon Energy Corporation Common Stock,$53.01,0.32,0.607%,35209242000,17362136,Energy,Oil & Gas Production,
DX,Dynex Capital Inc. Common Stock,$15.85,0.06,0.38%,581153009,486685,Consumer Services,Real Estate Investment Trusts,
DX^C,Dynex Capital Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$24.26,0.01,0.041%,,6048,,,
DY,Dycom Industries Inc. Common Stock,$96.14,1.25,1.317%,2847039679,276962,Basic Industries,Water Sewer Pipeline Comm & Power Line Construction,
EAF,GrafTech International Ltd. Common Stock,$9.72,0.16,1.674%,2558845482,1107985,Consumer Durables,Metal Fabrications,
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,$24.90,0.15,0.606%,0,9781,,,
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,$9.36,-0.17,-1.784%,122708907,111759,Consumer Services,Real Estate Investment Trusts,
EAT,Brinker International Inc. Common Stock,$33.79,-0.14,-0.413%,1507005752,760373,Consumer Services,Restaurants,
EB,Eventbrite Inc. Class A Common Stock,$14.04,0.57,4.232%,1369697809,681882,Technology,EDP Services,
EBF,Ennis Inc. Common Stock,$18.22,0.03,0.165%,474060823,98138,Consumer Services,Office Equipment/Supplies/Services,
EBS,Emergent Biosolutions Inc. Common Stock,$38.21,1.18,3.187%,1929659296,624377,Health Care,Biotechnology: Pharmaceutical Preparations,
ECC           ,Eagle Point Credit Company Inc. Common Stock,$13.39,0.22,1.67%,511649789,239792,Finance,Trusts Except Educational Religious and Charitable,
ECC^D,Eagle Point Credit Company Inc. 6.75% Series D Preferred Stock,$24.6498,0.0448,0.182%,,2823,,,
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,$25.00,0.05,0.20%,0,650,Finance,Trusts Except Educational Religious and Charitable,
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,$23.84,0.05,0.21%,0,11914,Finance,Trusts Except Educational Religious and Charitable,
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,$25.85,0.05,0.194%,0,7000,Finance,Trusts Except Educational Religious and Charitable,
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,$25.3899,0.1834,0.728%,0,2497,Finance,Trusts Except Educational Religious and Charitable,
ECL,Ecolab Inc. Common Stock,$167.82,2.79,1.691%,48122641932,2501929,Consumer Non-Durables,Package Goods/Cosmetics,
ECOM          ,ChannelAdvisor Corporation Common Stock,$15.88,0.08,0.506%,479394889,192335,Technology,Computer Software: Prepackaged Software,
ECVT,Ecovyst Inc. Common Stock,$10.85,0.08,0.743%,1499532746,257670,Basic Industries,Major Chemicals,
ED,Consolidated Edison Inc. Common Stock,$90.40,0.88,0.983%,32009772341,1544897,Public Utilities,Power Generation,
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,$4.71,0.06,1.29%,311293909,361491,Finance,Finance Companies,
EDF,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,$5.61,0.1,1.815%,94589060,60140,Finance,Investment Managers,
EDI,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests,$6.63,0.18,2.791%,65912762,47124,Finance,Finance Companies,
EEA,The European Equity Fund Inc. Common Stock,$8.57,0,0.00%,58174805,9481,Finance,Trusts Except Educational Religious and Charitable,
EEX,Emerald Holding Inc. Common Stock,$3.50,0.04,1.156%,246219883,72642,Technology,Advertising,
EFC,Ellington Financial Inc. Common Stock ,$17.67,0.05,0.284%,1015623237,467178,Consumer Services,Real Estate Investment Trusts,
EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$24.50,0.23,0.948%,,6852,,,
EFC^B,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock,$22.75,0,0.00%,,36,,,
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,$8.90,-0.02,-0.224%,210662947,40446,Finance,Trusts Except Educational Religious and Charitable,
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,$12.91,0.04,0.311%,384223650,122170,Finance,Trusts Except Educational Religious and Charitable,
